SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
MAS,65.0,65 E MAIS,6ª série (ou 7º ano),Sim,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Ampliar o uso de energias renováveis,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,189686696.0,2023-09-05,Face a face
MAS,34.0,25 A 34,1ª série (ou 2º ano),Não,Não,Não,Reduzir as desigualdades sociais,Preservar os valores ligados à família,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189553718.0,2023-09-02,Face a face
MAS,69.0,65 E MAIS,5ª série (ou 6º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Melhorar a qualidade da saúde,Reduzir a violência,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 100.001 A 500.000,189568837.0,2023-09-02,Face a face
FEM,42.0,35 A 44,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Preta,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,189634276.0,2023-09-04,Face a face
FEM,28.0,25 A 34,1ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,INTERIOR,DE 100.001 A 500.000,189527467.0,2023-09-01,Face a face
MAS,63.0,55 A 64,4ª série (ou 5º ano),Sim,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189709597.0,2023-09-05,Face a face
MAS,64.0,55 A 64,2ª série (ou 3º ano),Sim,Não,Sim,Melhorar a qualidade da saúde,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189608529.0,2023-09-03,Face a face
MAS,68.0,65 E MAIS,4ª série (ou 5º ano),Não,Não,Não,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Muita vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189532156.0,2023-09-01,Face a face
MAS,46.0,45 A 54,Superior incompleto,Não,Não,Não,Preservar os valores ligados à família,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Nenhuma vontade,Parda,Adventista,MAIS DE 1 A 2,MAIS DE 5 A 10,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189625759.0,2023-09-04,Face a face
MAS,21.0,18 A 24,3ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189568102.0,2023-09-02,Face a face
MAS,36.0,35 A 44,3ª série,Sim,Sim,Sim,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 5.001 A 10.000,189601772.0,2023-09-03,Face a face
MAS,50.0,45 A 54,5ª série (ou 6º ano),Não,Não,Não,Reduzir as desigualdades sociais,Preservar os valores ligados à família,Incentivar a geração de empregos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189503336.0,2023-09-01,Face a face
MAS,34.0,25 A 34,8ª série (ou 9º ano),Não,Não,Não,Incentivar a geração de empregos,Preservar os valores ligados à família,Defender a igualdade entre homens e mulheres,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189574225.0,2023-09-02,Face a face
MAS,50.0,45 A 54,3ª série,Sim,Sim,Sim,Melhorar a qualidade da educação,Reduzir a violência,Ampliar os espaços de participação política da população,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,189646546.0,2023-09-04,Face a face
FEM,25.0,25 A 34,Superior completo,Sim,Sim,Sim,Ampliar os espaços de participação política da população,Preservar os valores ligados à família,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189574951.0,2023-09-02,Face a face
MAS,47.0,45 A 54,8ª série (ou 9º ano),Não,Não,Não,Incentivar a geração de empregos,,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 10 A 20,SUDESTE,CAPITAL,MAIS DE 500.000,189556667.0,2023-09-02,Face a face
MAS,44.0,35 A 44,3ª série,Sim,Sim,Sim,Preservar os valores ligados à família,Defender a igualdade entre homens e mulheres,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Amarela,Judaica,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189654439.0,2023-09-04,Face a face
MAS,40.0,35 A 44,8ª série (ou 9º ano),Não,Não,Não,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,189664441.0,2023-09-04,Face a face
FEM,73.0,65 E MAIS,3ª série,Não,Não,Não,Reduzir a violência,Preservar os valores ligados à família,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,189609365.0,2023-09-03,Face a face
FEM,60.0,55 A 64,7ª série (ou 8º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir a violência,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,"Ateu, não tem religião",ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 20.001 A 50.000,189684423.0,2023-09-05,Face a face
FEM,25.0,25 A 34,Superior completo,Sim,Não,Não,Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Alguma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,189554763.0,2023-09-02,Face a face
FEM,39.0,35 A 44,3ª série,Sim,Sim,Sim,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,NORTE,PERIFERIA,DE 100.001 A 500.000,189531045.0,2023-09-01,Face a face
FEM,23.0,18 A 24,Superior incompleto,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Preta,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 10 A 20,SUDESTE,INTERIOR,DE 100.001 A 500.000,189570434.0,2023-09-02,Face a face
FEM,56.0,55 A 64,6ª série (ou 7º ano),Sim,Sim,Sim,Combater as mudanças climáticas/desmatamento,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189535191.0,2023-09-01,Face a face
MAS,55.0,55 A 64,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189556023.0,2023-09-02,Face a face
MAS,40.0,35 A 44,3ª série,Sim,Sim,Sim,Ampliar os espaços de participação política da população,Melhorar a qualidade da educação,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189635926.0,2023-09-04,Face a face
FEM,42.0,35 A 44,3ª série,Não,Não,Sim,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Espírita/ Kardecista,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 10.001 A 20.000,189603206.0,2023-09-03,Face a face
FEM,75.0,65 E MAIS,Superior incompleto,Sim,Sim,Sim,Combater as mudanças climáticas/desmatamento,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Muita vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,189564110.0,2023-09-02,Face a face
FEM,74.0,65 E MAIS,4ª série (ou 5º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,ATÉ 5.000,189644348.0,2023-09-04,Face a face
MAS,21.0,18 A 24,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,189606354.0,2023-09-03,Face a face
MAS,30.0,25 A 34,3ª série,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 50.001 A 100.000,189630703.0,2023-09-03,Face a face
MAS,45.0,45 A 54,5ª série (ou 6º ano),Sim,Não,Sim,Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Muita vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189574952.0,2023-09-02,Face a face
MAS,31.0,25 A 34,4ª série (ou 5º ano),Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189516156.0,2023-09-01,Face a face
MAS,56.0,55 A 64,2ª série,Sim,Sim,Sim,Reduzir a violência,Reduzir as desigualdades sociais,Combater as mudanças climáticas/desmatamento,Não sabe/ Não respondeu,,,,,,Muita vontade,Branca,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189556053.0,2023-09-02,Face a face
FEM,30.0,25 A 34,Superior completo,Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189608754.0,2023-09-03,Face a face
FEM,34.0,25 A 34,8ª série (ou 9º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir a violência,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189571952.0,2023-09-02,Face a face
MAS,24.0,18 A 24,1ª série,Não,Não,Não,Melhorar a qualidade da saúde,,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Outras religiões,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 5.001 A 10.000,189606896.0,2023-09-03,Face a face
MAS,20.0,18 A 24,8ª série (ou 9º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189698948.0,2023-09-05,Face a face
MAS,42.0,35 A 44,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Reduzir a violência,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,189588101.0,2023-09-02,Face a face
